,filename,x,y,floor,orientation,sample_id,timestamp,00:15:f9:6c:7a:e1,00:15:f9:6c:7a:e0,00:15:f9:6c:7a:e2,00:12:da:9e:32:31,00:12:da:9e:32:32,00:15:f9:6c:7d:72,00:15:f9:6c:7d:71,00:15:f9:6c:7d:70,00:12:da:9e:32:30,00:11:21:66:75:82,00:11:21:66:75:81,00:11:21:6c:4e:72,00:11:21:6c:4e:70,00:11:21:6c:50:e2,00:11:21:6c:4e:71,00:11:21:66:75:80,00:15:f9:6c:7a:d2,00:15:f9:6c:7d:22,00:15:f9:6c:7d:20,00:15:f9:6c:7a:d1,00:11:21:6c:50:e1,00:15:f9:6c:7d:21,00:11:21:6c:50:e0,00:15:f9:6c:7a:d0,00:0f:60:06:71:2e,00:17:df:7d:70:51,00:17:df:7d:70:52,00:17:df:7d:70:50,88:e3:ab:11:f4:ee,00:12:80:17:ac:ae,00:1b:fc:22:43:4e,00:12:43:f1:c4:40,30:8d:99:64:aa:8d,b0:5b:67:c2:a0:16,00:12:43:f1:c4:42,00:12:43:f1:c4:41,bc:14:01:9c:37:08,bc:14:01:9c:37:09,00:12:da:9e:31:91
746,"point(35,22).json",17.5,11.0,2,359.69815,6,1461867307650,-87.0,-87.0,-87.0,-57.0,-56.0,-51.0,-49.0,-52.0,-48.0,-86.0,,-67.0,-68.0,-74.0,-68.0,,,-76.0,-73.0,,-73.0,-76.0,-74.0,,,,,,,,,,,,,,,,
747,"point(35,22).json",17.5,11.0,2,359.69815,7,1461867307650,-86.0,-85.0,-85.0,-56.0,-56.0,-50.0,-50.0,-49.0,-57.0,-88.0,-86.0,-67.0,-67.0,-75.0,-67.0,-87.0,,-73.0,-71.0,,-73.0,-72.0,-72.0,,,,,,,,,,,,,,,,
748,"point(35,22).json",17.5,11.0,2,359.69815,8,1461867307650,-83.0,-84.0,-83.0,-56.0,-55.0,-58.0,-61.0,-61.0,-55.0,-85.0,-86.0,-65.0,-65.0,-76.0,-66.0,-87.0,,-73.0,-71.0,,-73.0,-72.0,-77.0,,,,,,,,,,,,,,,,
749,"point(35,22).json",17.5,11.0,2,359.69815,9,1461867307650,-83.0,-82.0,-83.0,-58.0,-58.0,-52.0,-52.0,-53.0,-52.0,-87.0,,-66.0,-66.0,-77.0,-66.0,,,-73.0,-83.0,,-76.0,-73.0,-73.0,,,,,,,,,,,,,,,,
750,"point(35,22).json",17.5,11.0,2,359.69815,10,1461867307650,-86.0,-85.0,-86.0,-50.0,-56.0,-52.0,-51.0,-50.0,-51.0,-89.0,,-65.0,-65.0,-76.0,-65.0,,,-81.0,-73.0,,-73.0,-72.0,-75.0,,,,,,,,,,,,,,,,
751,"point(35,22).json",17.5,11.0,2,359.69815,11,1461867307650,-85.0,-83.0,-84.0,-53.0,-53.0,-48.0,-49.0,-49.0,-48.0,-86.0,-87.0,-73.0,-73.0,-74.0,-73.0,-88.0,,-79.0,-80.0,,-74.0,-79.0,-73.0,,,,,,,,,,,,,,,,
752,"point(35,22).json",17.5,11.0,2,359.69815,12,1461867307650,-83.0,-85.0,-83.0,-56.0,-55.0,-47.0,-48.0,-48.0,-56.0,-86.0,-88.0,-66.0,-66.0,-72.0,-65.0,-87.0,,-75.0,-73.0,,-72.0,-75.0,-72.0,,,,,,,,,,,,,,,,
753,"point(35,22).json",17.5,11.0,2,359.69815,13,1461867307650,-87.0,-86.0,-86.0,-55.0,-51.0,-51.0,-51.0,-52.0,-50.0,-85.0,-86.0,-65.0,-65.0,-73.0,-66.0,-85.0,,-74.0,-70.0,,-72.0,-70.0,-72.0,,,,,,,,,,,,,,,,
754,"point(35,22).json",17.5,11.0,2,359.69815,14,1461867307650,-84.0,-84.0,-84.0,-57.0,-57.0,-53.0,-52.0,-51.0,-56.0,-88.0,-87.0,-69.0,-70.0,-77.0,-69.0,-85.0,,-73.0,-74.0,,-76.0,-75.0,-73.0,,,,,,,,,,,,,,,,
755,"point(35,22).json",17.5,11.0,2,359.69815,15,1461867307650,-83.0,-84.0,-83.0,-57.0,-65.0,-53.0,-53.0,-53.0,-57.0,-85.0,-87.0,-70.0,-70.0,-76.0,-70.0,-87.0,,-73.0,-74.0,,-73.0,-75.0,-77.0,,,,,,,,,,,,,,,,
756,"point(35,22).json",17.5,11.0,2,359.69815,16,1461867307650,-82.0,-83.0,-82.0,-56.0,-57.0,-51.0,-52.0,-52.0,-57.0,-88.0,,-72.0,-67.0,-72.0,-71.0,-87.0,,-72.0,-70.0,,-73.0,-78.0,-72.0,,,,,,,,,,,,,,,,
757,"point(35,22).json",17.5,11.0,2,359.69815,17,1461867307650,-85.0,-88.0,-87.0,-51.0,-56.0,-51.0,-51.0,-52.0,-51.0,-86.0,-87.0,-66.0,-73.0,-75.0,-72.0,,,-74.0,-75.0,,-76.0,-76.0,-74.0,,,,,,,,,,,,,,,,
758,"point(35,22).json",17.5,11.0,2,359.69815,18,1461867307650,-83.0,-83.0,-84.0,-51.0,-57.0,-50.0,-49.0,-50.0,-51.0,-84.0,-87.0,-66.0,-66.0,-76.0,-66.0,,,-75.0,-73.0,,-77.0,-74.0,-73.0,,,,,,,,,,,,,,,,
759,"point(35,22).json",17.5,11.0,2,359.69815,19,1461867307650,-85.0,-84.0,-85.0,-59.0,-59.0,-50.0,-50.0,-50.0,-53.0,-86.0,-85.0,-69.0,-69.0,-77.0,-69.0,,,-76.0,-73.0,,-71.0,-75.0,-72.0,,,,,,,,,,,,,,,,
760,"point(39,22).json",19.5,11.0,2,359.69815,0,1461867423734,,,,-63.0,-61.0,-56.0,-56.0,-56.0,-63.0,-85.0,-87.0,-62.0,-63.0,-81.0,-61.0,,,-72.0,-72.0,,-80.0,-72.0,-81.0,,,,,,,,,,,,,,,,
761,"point(39,22).json",19.5,11.0,2,4.241028,1,1461867423734,,,,-61.0,-61.0,-63.0,-63.0,-56.0,-61.0,-83.0,-83.0,-78.0,-79.0,-77.0,-71.0,,,-70.0,-70.0,,-78.0,-70.0,-79.0,,,,,,,,,,,,,,,,
762,"point(39,22).json",19.5,11.0,2,4.241028,2,1461867423734,,,,-63.0,-63.0,-57.0,-57.0,-56.0,-62.0,-81.0,-80.0,-70.0,-71.0,-74.0,-71.0,-82.0,,-70.0,-68.0,,-75.0,-69.0,-74.0,,,,,,,,,,,,,,,,
763,"point(39,22).json",19.5,11.0,2,4.241028,3,1461867423734,,,,-63.0,-62.0,-51.0,-51.0,-51.0,-62.0,-81.0,-82.0,-71.0,-72.0,-79.0,-72.0,-82.0,,-72.0,-72.0,,-79.0,-72.0,-78.0,,,,,,,,,,,,,,,,
764,"point(39,22).json",19.5,11.0,2,4.241028,4,1461867423734,,,-87.0,-63.0,-63.0,-61.0,-58.0,-59.0,-60.0,-82.0,-82.0,-76.0,-76.0,-78.0,-76.0,,,-72.0,-71.0,,-79.0,-72.0,-79.0,,,,,,,,,,,,,,,,
765,"point(39,22).json",19.5,11.0,2,4.241028,5,1461867423734,-87.0,-87.0,-87.0,-64.0,-64.0,-59.0,-61.0,-59.0,-64.0,-82.0,-82.0,-70.0,-70.0,-78.0,-69.0,,,-72.0,-72.0,,-78.0,-71.0,-78.0,,,,,,,,,,,,,,,,
766,"point(39,22).json",19.5,11.0,2,4.241028,6,1461867423734,-87.0,-86.0,-86.0,-61.0,-64.0,-58.0,-59.0,-58.0,-60.0,-84.0,-84.0,-71.0,-71.0,-78.0,-71.0,,,-70.0,-70.0,,-79.0,-71.0,-79.0,,,,,,,,,,,,,,,,
767,"point(39,22).json",19.5,11.0,2,4.241028,7,1461867423734,-87.0,-86.0,-86.0,-65.0,-62.0,-55.0,-56.0,-55.0,-65.0,-81.0,-82.0,-70.0,-70.0,-78.0,-71.0,-84.0,,-72.0,-72.0,,-80.0,-72.0,-79.0,,,,,,,,,,,,,,,,
768,"point(39,22).json",19.5,11.0,2,4.241028,8,1461867423734,,,,-64.0,-63.0,-60.0,-60.0,-57.0,-61.0,-83.0,-83.0,-69.0,-70.0,-80.0,-69.0,-84.0,,-73.0,-73.0,,-79.0,-73.0,-80.0,,,,,,,,,,,,,,,,
769,"point(39,22).json",19.5,11.0,2,4.241028,9,1461867423734,,,,-65.0,-65.0,-56.0,-57.0,-56.0,-64.0,-81.0,-81.0,-74.0,-70.0,-79.0,-75.0,-83.0,,-80.0,-76.0,,-79.0,-75.0,-79.0,,,,,,,,,,,,,,,,
770,"point(39,22).json",19.5,11.0,2,4.241028,10,1461867423734,,,,-61.0,-71.0,-54.0,-54.0,-53.0,-61.0,-84.0,-84.0,-74.0,-75.0,-78.0,-73.0,-83.0,,-73.0,-72.0,,-77.0,-72.0,-77.0,,,,,,,,,,,,,,,,
771,"point(39,22).json",19.5,11.0,2,4.241028,11,1461867423734,,,,-62.0,-63.0,-54.0,-54.0,-53.0,-62.0,-82.0,-83.0,-74.0,-75.0,-77.0,-74.0,-82.0,,-72.0,-72.0,,-78.0,-72.0,-78.0,,,,,,,,,,,,,,,,
772,"point(39,22).json",19.5,11.0,2,4.241028,12,1461867423734,,,,-64.0,-64.0,-54.0,-53.0,-53.0,-64.0,-80.0,-83.0,-69.0,-70.0,-80.0,-69.0,-82.0,,-72.0,-72.0,,-79.0,-71.0,-80.0,,,,,,,,,,,,,,,,
773,"point(39,22).json",19.5,11.0,2,4.241028,13,1461867423734,,,,-63.0,-63.0,-58.0,-57.0,-57.0,-62.0,-80.0,-83.0,-69.0,-69.0,-78.0,-69.0,-84.0,,-71.0,-71.0,,-76.0,-71.0,-79.0,,,,,,,,,,,,,,,,
774,"point(39,22).json",19.5,11.0,2,4.241028,14,1461867423734,-87.0,-90.0,-87.0,-63.0,-64.0,-57.0,-57.0,-58.0,-64.0,-83.0,-83.0,-76.0,-76.0,-78.0,-76.0,-82.0,,-71.0,-71.0,,-78.0,-72.0,-78.0,,,,,,,,,,,,,,,,
775,"point(39,22).json",19.5,11.0,2,4.241028,15,1461867423734,-87.0,-90.0,-87.0,-62.0,-62.0,-57.0,-57.0,-57.0,-62.0,-83.0,-83.0,-73.0,-73.0,-79.0,-73.0,-82.0,,-71.0,-71.0,,-79.0,-71.0,-79.0,,,,,,,,,,,,,,,,
776,"point(39,22).json",19.5,11.0,2,4.241028,16,1461867423734,,,,-63.0,-63.0,-55.0,-54.0,-61.0,-62.0,,,-68.0,-68.0,-78.0,-68.0,,,-72.0,-72.0,,-79.0,-71.0,-77.0,,,,,,,,,,,,,,,,
777,"point(39,22).json",19.5,11.0,2,4.241028,17,1461867423734,,,,-68.0,-68.0,-56.0,-55.0,-56.0,-68.0,-83.0,-82.0,-69.0,-70.0,-79.0,-69.0,,,-74.0,-73.0,,-79.0,-73.0,-79.0,,,,,,,,,,,,,,,,
778,"point(39,22).json",19.5,11.0,2,4.241028,18,1461867423734,,,,-61.0,-61.0,-57.0,-57.0,-58.0,-60.0,-83.0,-82.0,-76.0,-76.0,-79.0,-76.0,,,-71.0,-70.0,,-78.0,-71.0,-78.0,,,,,,,,,,,,,,,,
779,"point(39,22).json",19.5,11.0,2,4.241028,19,1461867423734,,,,-62.0,-62.0,-62.0,-62.0,-62.0,-62.0,-82.0,-83.0,-71.0,-72.0,-79.0,-72.0,-82.0,,-71.0,-70.0,,-79.0,-70.0,-79.0,,,,,,,,,,,,,,,,
780,"point(4,1).json",2.0,0.5,2,42.15732,0,1461865106384,-53.0,-54.0,-53.0,,,-77.0,,-81.0,,,,,,,,,-68.0,,,-67.0,,,,-67.0,,,,,,,,,,,,,,,
781,"point(4,1).json",2.0,0.5,2,42.15732,1,1461865106384,-53.0,-53.0,-53.0,-85.0,-86.0,-77.0,-78.0,-79.0,-85.0,,,,,,,,-72.0,,,-72.0,,,,-72.0,,,,,,,,,,,,,,,
782,"point(4,1).json",2.0,0.5,2,42.15732,2,1461865106384,-50.0,-51.0,-51.0,-84.0,-84.0,-81.0,-76.0,-77.0,-85.0,,,,,,,,-68.0,,,-67.0,,,,-67.0,,,,,,,,,,,,,,,
783,"point(4,1).json",2.0,0.5,2,42.15732,3,1461865106384,-50.0,-51.0,-51.0,-87.0,-85.0,-78.0,-78.0,-78.0,-85.0,,,,,,,,-67.0,,,-67.0,,,,-67.0,,,,,,,,,,,,,,,
784,"point(4,1).json",2.0,0.5,2,42.15732,4,1461865106384,-54.0,-54.0,-54.0,-86.0,-85.0,-78.0,-78.0,-79.0,-85.0,,,,,,,,-65.0,,,-66.0,,,,-66.0,,,,,,,,,,,,,,,
785,"point(4,1).json",2.0,0.5,2,42.15732,5,1461865106384,-53.0,-53.0,-53.0,-85.0,-84.0,-76.0,-77.0,-77.0,-84.0,,,,,,,,-66.0,,,-67.0,,,,-67.0,,,,,,,,,,,,,,,
786,"point(4,1).json",2.0,0.5,2,42.15732,6,1461865106384,-55.0,-56.0,-55.0,-84.0,-85.0,-81.0,-76.0,-77.0,-85.0,,,,,,,,-66.0,,,-66.0,,,,-66.0,,-87.0,-89.0,-88.0,,,,,,,,,,,
787,"point(4,1).json",2.0,0.5,2,42.15732,7,1461865106384,-54.0,-55.0,-55.0,-84.0,-85.0,-78.0,-81.0,-76.0,-84.0,,,,,,,,-65.0,,,-65.0,,,,-65.0,,-86.0,-89.0,-88.0,,,,,,,,,,,
788,"point(4,1).json",2.0,0.5,2,42.15732,8,1461865106384,-52.0,-52.0,-52.0,-85.0,-89.0,-78.0,-82.0,-78.0,-86.0,,,,,,,,-67.0,,,-67.0,,,,-67.0,,-86.0,,,,,,,,,,,,,
789,"point(4,1).json",2.0,0.5,2,42.15732,9,1461865106384,-52.0,-52.0,-52.0,-85.0,-86.0,-81.0,-81.0,-84.0,-88.0,,,,,,,,-68.0,,,-67.0,,,,-67.0,,,,,,,,,,,,,,,
790,"point(4,1).json",2.0,0.5,2,42.15732,10,1461865106384,-51.0,-52.0,-51.0,-85.0,-87.0,-76.0,-77.0,-77.0,-88.0,,,,,,,,-67.0,,,-67.0,,,,-67.0,,,-90.0,,,,,,,,,,,,
791,"point(4,1).json",2.0,0.5,2,42.15732,11,1461865106384,-52.0,-52.0,-52.0,-87.0,-89.0,-78.0,-78.0,-77.0,-88.0,,,,,,,,-67.0,,,-67.0,,,,-67.0,,,-89.0,,,,,,,,,,,,
792,"point(4,1).json",2.0,0.5,2,42.15732,12,1461865106384,-52.0,-52.0,-52.0,-85.0,-85.0,-82.0,-76.0,-77.0,-86.0,,,,,,,,-67.0,,,-68.0,,,,-68.0,,-90.0,-89.0,,,,,,,,,,,,
793,"point(4,1).json",2.0,0.5,2,42.15732,13,1461865106384,-52.0,-52.0,-56.0,-87.0,-87.0,-76.0,-78.0,-76.0,-86.0,,,,,,,,-77.0,,,-76.0,,,,-77.0,,-90.0,-89.0,,,,,,,,,,,,
794,"point(4,1).json",2.0,0.5,2,42.15732,14,1461865106384,-55.0,-57.0,-57.0,-87.0,-85.0,-77.0,-82.0,-77.0,-86.0,,,,,,,,-67.0,,,-67.0,,,,-67.0,,-89.0,-89.0,,,,,,,,,,,,
795,"point(4,1).json",2.0,0.5,2,42.15732,15,1461865106384,-52.0,-52.0,-52.0,-85.0,-86.0,-77.0,-83.0,-82.0,-86.0,,,,,,,,-68.0,,,-68.0,,,,-68.0,,-89.0,,,,,,,,,,,,,
796,"point(4,1).json",2.0,0.5,2,42.15732,16,1461865106384,-51.0,-51.0,-51.0,-88.0,-86.0,-79.0,-74.0,-78.0,-86.0,,,,,,,,-67.0,,,-68.0,,,,-68.0,,,,,,,,,,,,,,,
797,"point(4,1).json",2.0,0.5,2,42.15732,17,1461865106384,-57.0,-56.0,-57.0,-85.0,-87.0,-77.0,-74.0,-77.0,-86.0,,,,,,,,-67.0,,,-67.0,,,,-67.0,,-90.0,-88.0,,,,,,,,,,,,
798,"point(4,1).json",2.0,0.5,2,42.15732,18,1461865106384,-55.0,-55.0,-56.0,-86.0,-86.0,-76.0,-77.0,-78.0,-86.0,,,,,,,,-67.0,,,-68.0,,,,-68.0,,-90.0,-89.0,,,,,,,,,,,,
799,"point(4,1).json",2.0,0.5,2,42.15732,19,1461865106384,-55.0,-55.0,-55.0,-86.0,-86.0,-82.0,-78.0,-82.0,-88.0,,,,,,,,-68.0,,,-69.0,,,,-68.0,,-89.0,-89.0,,,,,,,,,,,,
800,"point(43,22).json",21.5,11.0,2,4.241028,0,1461867526905,,,,-67.0,-67.0,-61.0,-61.0,-60.0,-67.0,-88.0,-87.0,-61.0,-63.0,-79.0,-63.0,-88.0,,-71.0,-76.0,,-79.0,-77.0,-80.0,,,,,,,,,,,,,,,,
801,"point(43,22).json",21.5,11.0,2,23.507355,1,1461867526905,,,,-68.0,-65.0,-59.0,-53.0,-52.0,-65.0,,,-61.0,-62.0,-80.0,-61.0,-88.0,,-69.0,-69.0,,-80.0,-69.0,-80.0,,,,,,,,,,,,,,,,
802,"point(43,22).json",21.5,11.0,2,23.507355,2,1461867526905,,,,-70.0,-70.0,-52.0,-52.0,-53.0,-70.0,,,-66.0,-66.0,-79.0,-67.0,,,-69.0,-68.0,,-79.0,-69.0,-79.0,,,,,,,,,,,,,,,,
803,"point(43,22).json",21.5,11.0,2,23.507355,3,1461867526905,,,,-67.0,-68.0,-60.0,-61.0,-58.0,-67.0,-87.0,,-69.0,-69.0,-75.0,-69.0,-88.0,,-72.0,-66.0,,-76.0,-73.0,-73.0,,,,,,,,,,,,,,,,
804,"point(43,22).json",21.5,11.0,2,23.507355,4,1461867526905,,,,-67.0,-67.0,-59.0,-60.0,-59.0,-66.0,-87.0,-88.0,-64.0,-64.0,-76.0,-64.0,-88.0,,-71.0,-72.0,,-76.0,-71.0,-76.0,,,,,,,,,,,,,,,,
805,"point(43,22).json",21.5,11.0,2,23.507355,5,1461867526905,,,,-67.0,-66.0,-58.0,-57.0,-57.0,-67.0,-87.0,-87.0,-64.0,-63.0,-78.0,-74.0,,,-66.0,-67.0,,-77.0,-66.0,-78.0,,,,,,,,,,,,,,,,
806,"point(43,22).json",21.5,11.0,2,23.507355,6,1461867526905,,,,-67.0,-66.0,-59.0,-60.0,-58.0,-68.0,-87.0,-87.0,-65.0,-65.0,-77.0,-65.0,,,-66.0,-66.0,,-77.0,-70.0,-76.0,,,,,,,,,,,,,,,,
807,"point(43,22).json",21.5,11.0,2,23.507355,7,1461867526905,,,,-66.0,-67.0,-58.0,-59.0,-58.0,-67.0,-87.0,,-68.0,-67.0,-77.0,-68.0,,,-70.0,-69.0,,-75.0,-69.0,-76.0,,,,,,,,,,,,,,,,
808,"point(43,22).json",21.5,11.0,2,23.507355,8,1461867526905,,,,-68.0,-67.0,-60.0,-59.0,-61.0,-69.0,-87.0,-87.0,-71.0,-70.0,-77.0,-70.0,,,-70.0,-70.0,,-77.0,-70.0,-79.0,,,,,,,,,,,,,,,,
809,"point(43,22).json",21.5,11.0,2,23.507355,9,1461867526905,,,,-68.0,-67.0,-60.0,-60.0,-60.0,-68.0,-87.0,-89.0,-66.0,-66.0,-77.0,-66.0,,,-71.0,-70.0,,-77.0,-70.0,-79.0,,,,,,,,,,,,,,,,
810,"point(43,22).json",21.5,11.0,2,23.507355,10,1461867526905,,,,-68.0,-67.0,-61.0,-59.0,-59.0,-68.0,,-89.0,-65.0,-63.0,-79.0,-66.0,,,-70.0,-67.0,,-75.0,-70.0,-72.0,,,,,,,,,,,,,,,,
811,"point(43,22).json",21.5,11.0,2,23.507355,11,1461867526905,,,,-67.0,-66.0,-58.0,-59.0,-59.0,-66.0,,,-65.0,-63.0,-78.0,-66.0,,,-69.0,-66.0,,-77.0,-66.0,-76.0,,,,,,,,,,,,,,,,
812,"point(43,22).json",21.5,11.0,2,23.507355,12,1461867526905,,,,-66.0,-67.0,-59.0,-58.0,-59.0,-66.0,-86.0,,-65.0,-65.0,-77.0,-64.0,,,-69.0,-68.0,,-76.0,-69.0,-75.0,,,,,,,,,,,,,,,,
813,"point(43,22).json",21.5,11.0,2,23.507355,13,1461867526905,,,,-68.0,-67.0,-59.0,-60.0,-59.0,-68.0,-88.0,,-66.0,-62.0,-76.0,-66.0,,,-67.0,-70.0,,-75.0,-70.0,-77.0,,,,,,,,,,,,,,,,
814,"point(43,22).json",21.5,11.0,2,23.507355,14,1461867526905,,,,-68.0,-67.0,-59.0,-59.0,-59.0,-68.0,-88.0,,-67.0,-67.0,-78.0,-67.0,,,-67.0,-67.0,,-73.0,-67.0,-78.0,,,,,,,,,,,,,,,,
815,"point(43,22).json",21.5,11.0,2,23.507355,15,1461867526905,,,,-67.0,-67.0,-59.0,-59.0,-60.0,-68.0,-88.0,,-70.0,-66.0,-73.0,-66.0,,,-70.0,-69.0,,-77.0,-70.0,-76.0,,,,,,,,,,,,,,,,
816,"point(43,22).json",21.5,11.0,2,23.507355,16,1461867526905,,,,-67.0,-67.0,-59.0,-59.0,-59.0,-67.0,,,-66.0,-67.0,-76.0,-66.0,,,-70.0,-70.0,,-77.0,-70.0,-73.0,,,,,,,,,,,,,,,,
817,"point(43,22).json",21.5,11.0,2,23.507355,17,1461867526905,,,,-67.0,-67.0,-59.0,-58.0,-60.0,-68.0,,,-65.0,-66.0,-73.0,-66.0,,,-70.0,-70.0,,-76.0,-70.0,-78.0,,,,,,,,,,,,,,,,
818,"point(43,22).json",21.5,11.0,2,23.507355,18,1461867526905,,,,-81.0,-80.0,-58.0,-58.0,-58.0,-80.0,,,-68.0,-69.0,-77.0,-69.0,,,-70.0,-67.0,,-77.0,-69.0,-78.0,,,,,,,,,,,,,,,,
819,"point(43,22).json",21.5,11.0,2,23.507355,19,1461867526905,,,,-70.0,-65.0,-56.0,-56.0,-57.0,-70.0,,,-65.0,-65.0,-77.0,-64.0,,,-70.0,-68.0,,-77.0,-70.0,-74.0,,,,,,,,,,,,,,,,
820,"point(47,22).json",23.5,11.0,2,55.79886,0,1461867632101,,,,-65.0,-65.0,-66.0,-66.0,-67.0,-65.0,-88.0,,-57.0,-58.0,-76.0,-57.0,,,-67.0,-67.0,,-76.0,-67.0,-76.0,,,,,,,,-90.0,,,,,,,,
821,"point(47,22).json",23.5,11.0,2,55.79886,1,1461867632101,,,,-72.0,-72.0,-57.0,-62.0,-61.0,-72.0,,,-56.0,-58.0,-76.0,-57.0,,,-67.0,-67.0,,-78.0,-66.0,-76.0,,,,,,,,-90.0,,,,,,,,
822,"point(47,22).json",23.5,11.0,2,55.79886,2,1461867632101,,,,-75.0,-70.0,-52.0,-53.0,-52.0,-74.0,-86.0,-87.0,-57.0,-58.0,-76.0,-57.0,-88.0,,-64.0,-64.0,,-76.0,-64.0,-72.0,,,,,,,,,,,,,,,,
823,"point(47,22).json",23.5,11.0,2,55.79886,3,1461867632101,,,,-73.0,-73.0,-52.0,-52.0,-52.0,-72.0,-86.0,-88.0,-58.0,-55.0,-74.0,-57.0,-88.0,,-66.0,-66.0,,-77.0,-66.0,-75.0,,,,,,,,,,,,,,,,
824,"point(47,22).json",23.5,11.0,2,55.79886,4,1461867632101,,,,-68.0,-69.0,-50.0,-50.0,-50.0,-67.0,-87.0,-88.0,-65.0,-65.0,-75.0,-65.0,-86.0,,-67.0,-67.0,,-74.0,-67.0,-75.0,,,,,,,,,,,,,,,,
825,"point(47,22).json",23.5,11.0,2,55.79886,5,1461867632101,,,,-68.0,-71.0,-51.0,-51.0,-52.0,-69.0,-87.0,,-59.0,-58.0,-76.0,-58.0,-86.0,,-63.0,-63.0,,-75.0,-63.0,-75.0,,,,,,,,,,,,,,,,
826,"point(47,22).json",23.5,11.0,2,55.79886,6,1461867632101,,,,-71.0,-71.0,-52.0,-51.0,-51.0,-71.0,-86.0,,-67.0,-66.0,-75.0,-67.0,,,-66.0,-66.0,,-75.0,-66.0,-73.0,,,,,,,,,,,,,,,,
827,"point(47,22).json",23.5,11.0,2,55.79886,7,1461867632101,,,,-71.0,-71.0,-53.0,-52.0,-52.0,-71.0,-86.0,,-58.0,-59.0,-76.0,-58.0,,,-66.0,-67.0,,-77.0,-67.0,-77.0,,,,,,,,,,,,,,,,
828,"point(47,22).json",23.5,11.0,2,55.79886,8,1461867632101,,,,-72.0,-70.0,-51.0,-51.0,-50.0,-69.0,,-87.0,-58.0,-58.0,-75.0,-59.0,,,-66.0,-66.0,,-76.0,-66.0,-76.0,,,,,,,,,,,,,,,,
829,"point(47,22).json",23.5,11.0,2,55.79886,9,1461867632101,,,,-72.0,-73.0,-52.0,-51.0,-53.0,-73.0,-87.0,-87.0,-59.0,-57.0,-76.0,-58.0,,,-66.0,-66.0,,-76.0,-66.0,-76.0,,,,,,,,,,,,,,,,
830,"point(47,22).json",23.5,11.0,2,55.79886,10,1461867632101,,,,-72.0,-69.0,-52.0,-52.0,-52.0,-71.0,-88.0,-87.0,-58.0,-56.0,-76.0,-58.0,,,-67.0,-66.0,,-76.0,-67.0,-76.0,,,,,,,,,,,,,,,,
831,"point(47,22).json",23.5,11.0,2,55.79886,11,1461867632101,,,,-69.0,-68.0,-52.0,-52.0,-52.0,-69.0,-87.0,-87.0,-57.0,-57.0,-76.0,-57.0,,,-66.0,-71.0,,-75.0,-66.0,-75.0,,,,,,,,,,,,,,,,
832,"point(47,22).json",23.5,11.0,2,55.79886,12,1461867632101,,,,-70.0,-72.0,-51.0,-51.0,-51.0,-71.0,-87.0,,-57.0,-56.0,-74.0,-57.0,,,-67.0,-66.0,,-75.0,-67.0,-73.0,,,,,,,,,,,,,,,,
833,"point(47,22).json",23.5,11.0,2,55.79886,13,1461867632101,,,,-73.0,-69.0,-51.0,-51.0,-51.0,-69.0,-87.0,,-57.0,-57.0,-75.0,-56.0,-88.0,,-67.0,-67.0,,-75.0,-67.0,-75.0,,,,,,,,,,,,,,,,
834,"point(47,22).json",23.5,11.0,2,55.79886,14,1461867632101,,,,-68.0,-69.0,-52.0,-52.0,-52.0,-69.0,-88.0,,-56.0,-55.0,-76.0,-57.0,-88.0,,-66.0,-67.0,,-75.0,-66.0,-76.0,,,,,,,,,,,,,,,,
835,"point(47,22).json",23.5,11.0,2,55.79886,15,1461867632101,,,,-72.0,-71.0,-52.0,-52.0,-52.0,-71.0,-88.0,-87.0,-59.0,-58.0,-75.0,-58.0,-87.0,,-67.0,-66.0,,-76.0,-66.0,-75.0,,,,,,,,,,,,,,,,
836,"point(47,22).json",23.5,11.0,2,55.79886,16,1461867632101,,,,-73.0,-73.0,-52.0,-52.0,-52.0,-74.0,-86.0,-85.0,-56.0,-56.0,-77.0,-56.0,-87.0,,-66.0,-66.0,,-77.0,-66.0,-75.0,,,,,,,,,,,,,,,,
837,"point(47,22).json",23.5,11.0,2,55.79886,17,1461867632101,,,,-68.0,-66.0,-65.0,-64.0,-64.0,-68.0,-88.0,-88.0,-57.0,-57.0,-72.0,-56.0,-89.0,,-64.0,-64.0,,-77.0,-65.0,-73.0,,,,,,,,,,,,,,,,
838,"point(47,22).json",23.5,11.0,2,55.79886,18,1461867632101,,,,-73.0,-72.0,-52.0,-51.0,-53.0,-72.0,-88.0,-88.0,-57.0,-55.0,-75.0,-57.0,-89.0,,-65.0,-65.0,,-75.0,-65.0,-75.0,,,,,,,,,,,,,,,,
839,"point(47,22).json",23.5,11.0,2,55.79886,19,1461867632101,,,,-69.0,-70.0,-51.0,-51.0,-52.0,-70.0,-88.0,,-56.0,-57.0,-77.0,-56.0,,,-65.0,-65.0,,-76.0,-65.0,-77.0,,,,,,,,,,,,,,,,
840,"point(51,22).json",25.5,11.0,2,25.275482,0,1461867741888,,,,-78.0,-77.0,-58.0,-56.0,-57.0,-78.0,-89.0,-88.0,-59.0,-57.0,-84.0,-56.0,-88.0,,-70.0,-65.0,,-82.0,-70.0,-81.0,,,,,,,,,,,,,,,,
